title,link,author,date,comments,views,diggs
.NET中的异步编程（四）- IO完成端口以及FileStream.BeginRead,https://www.cnblogs.com/yuyijq/archive/2011/03/22/IO_Completion_port_with_beginRead.html,横刀天笑,2011-03-22 08:55,18,8311,14
基于Chrome开源提取的界面开发框架开篇,https://www.cnblogs.com/wlwel/archive/2011/03/21/1989958.html,法克给木,2011-03-21 10:15,20,10587,17
Emacs作为编程环境的不足,https://www.cnblogs.com/Ricepig/archive/2011/03/17/1986647.html,Ricepig,2011-03-17 08:33,69,10420,4
由扩展方法引申出的编程思维,https://www.cnblogs.com/kym/archive/2011/03/17/1986643.html,飞林沙,2011-03-17 06:45,59,6878,15
“智商平平”学软件,https://www.cnblogs.com/bitfan/archive/2011/03/13/1982744.html,金旭亮,2011-03-13 14:57,53,11180,46
创业是一种心态、信念和坚持，是一种生活方式,https://www.cnblogs.com/xiaotie/archive/2011/03/11/1981558.html,xiaotie,2011-03-11 16:27,33,7620,33
函数式编程扫盲篇,https://www.cnblogs.com/kym/archive/2011/03/07/1976519.html,飞林沙,2011-03-07 23:12,56,74650,71
血泪八条---给中国IT教育培训机构,https://www.cnblogs.com/MySilverlight/archive/2011/03/07/1973185.html,银光小子,2011-03-07 00:35,342,18166,130
Microsoft NLayerApp案例理论与实践 - 多层架构与应用系统设计原则,https://www.cnblogs.com/daxnet/archive/2011/03/03/1969958.html,dax.net,2011-03-03 15:15,18,14053,7
[原创]如何确保JavaScript的执行顺序 – 之jQuery.html深度分析,https://www.cnblogs.com/sanshi/archive/2011/03/01/1968275.html,三生石上(FineUI控件),2011-03-01 20:09,7,8719,6
Microsoft NLayerApp案例理论与实践 - 项目简介与环境搭建,https://www.cnblogs.com/daxnet/archive/2011/03/01/1967896.html,dax.net,2011-03-01 13:21,13,17816,20
编程一样可以很带感,https://www.cnblogs.com/ZXYloveFR/archive/2011/02/28/1967499.html,一心一怿,2011-02-28 22:26,76,8809,48
Productivity Power Tools(Visual Studio 扩展) 最新亮点,https://www.cnblogs.com/multiplesoftware/archive/2011/02/24/1963381.html,拥有的都是恩典,2011-02-24 10:06,9,12024,4
借助 Clay 编写不可思议的 c# 代码,https://www.cnblogs.com/ldp615/archive/2011/02/22/wirte-amazing-dynamic-csharp-code-with-clay.html,鹤冲天,2011-02-22 21:42,65,18914,15
.NET中的异步编程（二）- 传统的异步编程,https://www.cnblogs.com/yuyijq/archive/2011/02/22/1960273.html,横刀天笑,2011-02-22 08:15,52,13373,36
【原创】如何写一篇“用户友好”的随笔,https://www.cnblogs.com/longqi293/archive/2011/02/20/how-to-write-userfriendly-post.html,Jack Fan,2011-02-20 10:33,22,3738,16
Entity Framework快速入门,https://www.cnblogs.com/fly_dragon/archive/2011/02/20/EntityFreamwork.html,FlyDragon,2011-02-20 09:30,16,16570,12
一个架构的演化--从All in One到SOA的实践,https://www.cnblogs.com/Chaos/archive/2011/02/19/1958496.html,Chaos,2011-02-19 14:16,12,5084,9
移动三国己然鼎立，普​通开发者如何选择开发​平台？,https://www.cnblogs.com/TerryBlog/archive/2011/02/17/1956946.html,Terry_龙,2011-02-17 14:37,84,11530,31
可为空的值类型(Nullable<T>)需要注意的地方,https://www.cnblogs.com/TeckyLi/archive/2011/02/15/1955498.html,Tecky Li,2011-02-15 19:10,25,5101,15
ASP.NET MVC 3.0学习系列文章--Dependency Resolution in ASP.NET MVC 3.0,https://www.cnblogs.com/n-pei/archive/2011/02/15/1955460.html,Nic Pei,2011-02-15 17:52,12,12626,9
WPF/Silverlight的数据绑定设计的真糟糕,https://www.cnblogs.com/xiaotie/archive/2011/02/14/1953993.html,xiaotie,2011-02-14 04:27,102,8215,18
当head遇上runat=server之后发生的纠结之事,https://www.cnblogs.com/aNd1coder/archive/2011/02/10/head-runat-server-result-html-format-disorder.html,三桂,2011-02-10 12:10,21,12356,18
ASP.NET MVC随想,https://www.cnblogs.com/hielvis/archive/2011/02/09/1950132.html,秦春林,2011-02-09 11:58,42,11535,27
算法学习二三事,https://www.cnblogs.com/studentdeng/archive/2011/02/03/1948967.html,curer,2011-02-03 17:00,24,23929,21
教你30秒打造强类型ASP.NET数据绑定,https://www.cnblogs.com/dragonpig/archive/2011/01/29/1947648.html,dragonpig,2011-01-29 22:50,31,9854,40
或许你需要一些可操作性更强的实践,https://www.cnblogs.com/yuyijq/archive/2011/01/28/best_pratices_for_ood.html,横刀天笑,2011-01-28 22:55,31,7290,11
OS X 上使用.NET开发应用程序,https://www.cnblogs.com/shanyou/archive/2011/01/28/monomac.html,张善友,2011-01-28 17:54,31,28463,9
我现在有一些工具类，我应该不应该做自己的框架？,https://www.cnblogs.com/guaiguai/archive/2011/01/28/1946977.html,怪怪,2011-01-28 15:01,40,6661,13
如何向妻子解释OOD,https://www.cnblogs.com/niyw/archive/2011/01/25/1940603.html,倪大虾,2011-01-25 21:47,124,48064,140
胡言乱语计算机一,https://www.cnblogs.com/studentdeng/archive/2011/01/22/1942221.html,curer,2011-01-22 22:26,27,6128,15
jQuery1.5的改进细节,https://www.cnblogs.com/GrayZhang/archive/2011/01/18/jquery-1-5-enhanced-detail.html,Gray Zhang,2011-01-18 18:45,24,12979,35
分清“语言/规范”以及“平台/实现”，以及跨平台.NET开发,https://www.cnblogs.com/JeffreyZhao/archive/2011/01/14/be-clear-with-language-spec-and-platform-implementation-dotnet-cross-platform.html,Jeffrey Zhao,2011-01-14 01:52,186,26702,29
C# 4.0新特性——“协变”与“逆变”以及背后蕴藏的编程思想,https://www.cnblogs.com/artech/archive/2011/01/13/variance.html,Artech,2011-01-13 21:08,106,23290,87
当Google忙着忽悠Android的时候，各位别忘了还有Html5!,https://www.cnblogs.com/zc22/archive/2011/01/13/1934160.html,辰,2011-01-13 01:07,43,10706,10
深入WPF -- Dispatcher（补）,https://www.cnblogs.com/Zhouyongh/archive/2011/01/12/1933414.html,周永恒,2011-01-12 02:59,23,29869,30
WP7有约（三）：课堂重点,https://www.cnblogs.com/allenlooplee/archive/2011/01/11/1933165.html,Allen Lee,2011-01-11 19:32,85,6681,16
云计算-从基础到应用架构系列-云计算的演进,https://www.cnblogs.com/hegezhou_hot/archive/2011/01/08/1930658.html,hotdefans,2011-01-08 15:09,30,7741,18
.NET框架：为什么我们要尽量使用框架内建的功能，而不是重新发明,https://www.cnblogs.com/NanaLich/archive/2011/01/05/why-we-use-the-built-in-types-and-not-writing-our-own-implements.html,Nana's Lich,2011-01-05 15:08,20,7310,16
云计算-从基础到应用架构系列-云计算的概念,https://www.cnblogs.com/hegezhou_hot/archive/2011/01/05/1925986.html,hotdefans,2011-01-05 08:24,86,21042,60
从团购网的漏洞看网站安全性问题,https://www.cnblogs.com/jintianhu/archive/2011/01/03/1924989.html,小小娟,2011-01-03 22:22,133,42534,74
云计算资源分享与下载,https://www.cnblogs.com/KnightsWarrior/archive/2010/12/31/CloudComputingDownload.html,圣殿骑士,2010-12-31 08:25,80,26711,72
软件天才与技术民工,https://www.cnblogs.com/bitfan/archive/2010/12/30/1921291.html,金旭亮,2010-12-30 01:35,128,17989,123
Silverlight MMORPG网页游戏开发课程[一期] ：目录,https://www.cnblogs.com/alamiye010/archive/2010/12/29/1920783.html,深蓝色右手,2010-12-29 16:07,76,36321,37
推荐25个提高网站可用性和转化率的工具,https://www.cnblogs.com/lhb25/archive/2010/12/28/1918491.html,梦想天空（山边小溪）,2010-12-28 09:13,51,19570,27
Tangram 前端库通过 Github 开源了,https://www.cnblogs.com/cathsfz/archive/2010/12/24/1916106.html,Cat Chen,2010-12-24 16:20,18,8437,9
转身-再不仅仅只是开发人员,https://www.cnblogs.com/yanyangtian/archive/2010/12/24/1915975.html,小洋（燕洋天）,2010-12-24 14:33,55,7853,32
由招聘想到的,https://www.cnblogs.com/muhongxing/archive/2010/12/23/1914312.html,穆洪星,2010-12-23 00:27,119,10708,22
快速实现一个简单的bigpipe模型,https://www.cnblogs.com/wsky/archive/2010/12/17/1909146.html,wsky,2010-12-17 12:48,10,5925,10
5年又5个月了,https://www.cnblogs.com/sumtec/archive/2010/12/16/1908540.html,Sumtec,2010-12-16 22:28,140,12319,148
WP7有约（二）：课后作业,https://www.cnblogs.com/allenlooplee/archive/2010/12/14/1905184.html,Allen Lee,2010-12-14 08:19,130,9173,28
工资翻倍的秘诀--努力提高代码的质量,https://www.cnblogs.com/frand/archive/2010/12/13/1904825.html,栖山,2010-12-13 18:11,169,14946,109
重构者的20种死法,https://www.cnblogs.com/XmNotes/archive/2010/12/13/1904377.html,小城故事,2010-12-13 12:54,111,21037,66
2010 Web前端技术趋势及总结,https://www.cnblogs.com/pandora/archive/2010/12/12/1904032.html,Pandora,2010-12-12 23:33,34,29797,26
请允许我说：数学是如此美丽！,https://www.cnblogs.com/hongru/archive/2010/12/12/1903704.html,岑安,2010-12-12 15:00,117,14026,128
Velocity2010大会回顾,https://www.cnblogs.com/wsky/archive/2010/12/11/1902969.html,wsky,2010-12-11 14:30,16,8665,6
Chrome OS，对程序员和Windows意味着什么？,https://www.cnblogs.com/DSharp/archive/2010/12/09/1901208.html,人工智能-群513704292,2010-12-09 14:12,127,9062,31
设计模式系列-适配器模式,https://www.cnblogs.com/hegezhou_hot/archive/2010/12/09/1901040.html,hotdefans,2010-12-09 11:52,44,13363,39
WPF企业内训全程实录(下),https://www.cnblogs.com/KnightsWarrior/archive/2010/12/09/1900832.html,圣殿骑士,2010-12-09 03:31,47,23482,56
程序员，对自己好一点,https://www.cnblogs.com/alexis/archive/2010/12/06/1897394.html,Alexis,2010-12-06 08:22,250,81052,214
不畏浮云遮望眼，只缘身在最高峰,https://www.cnblogs.com/haogj/archive/2010/12/05/1896776.html,冠军,2010-12-05 10:23,29,9914,41
程序员应知 -- 如何分析海量数据,https://www.cnblogs.com/MicroTeam/archive/2010/12/03/1895071.html,MicroTeam,2010-12-03 02:18,50,27067,30
系统架构技能之设计模式-抽象工厂模式,https://www.cnblogs.com/hegezhou_hot/archive/2010/12/01/1893388.html,hotdefans,2010-12-01 14:43,72,12694,71
关于大型asp.net应用系统的架构—如何做到高性能高可伸缩性,https://www.cnblogs.com/mikelij/archive/2010/11/30/1892261.html,mikelij,2010-11-30 17:33,80,16549,48
程序员应知——简单就是美,https://www.cnblogs.com/houbowei/archive/2010/11/30/1766465.html,侯伯薇,2010-11-30 09:05,30,5581,12
Hacker传说之不能说的秘密(2),https://www.cnblogs.com/frand/archive/2010/11/29/1891356.html,栖山,2010-11-29 18:41,72,5669,24
正因为我们是前端，所以代码更需要优雅,https://www.cnblogs.com/hongru/archive/2010/11/28/1890209.html,岑安,2010-11-28 14:34,51,19347,38
Hacker传说之不能说的秘密,https://www.cnblogs.com/frand/archive/2010/11/27/1889618.html,栖山,2010-11-27 13:47,118,8241,16
GCC强大背后,https://www.cnblogs.com/wwang/archive/2010/11/24/1883850.html,wwang,2010-11-24 21:37,32,16740,19
Android整体印象,https://www.cnblogs.com/guaiguai/archive/2010/11/20/1882345.html,怪怪,2010-11-20 04:29,66,11302,21
WP7有约（一）：课程安排,https://www.cnblogs.com/allenlooplee/archive/2010/11/17/1879489.html,Allen Lee,2010-11-17 08:22,289,18665,46
Windows Azure Platform体验(2)：SQL Azure,https://www.cnblogs.com/lyj/archive/2010/11/16/hello-sql-azure.html,李永京,2010-11-16 09:07,20,12977,12
Windows Azure Platform体验(1)：Windows Azure,https://www.cnblogs.com/lyj/archive/2010/11/15/hello-windows-azure.html,李永京,2010-11-15 08:42,27,14862,20
走向ASP.NET架构设计—第五章—业务层模式，原则，实践（前篇）,https://www.cnblogs.com/yanyangtian/archive/2010/11/15/1877344.html,小洋（燕洋天）,2010-11-15 07:19,102,10425,49
老鸟对菜鸟的一些建议,https://www.cnblogs.com/wayfarer/archive/2010/11/12/1875504.html,张逸,2010-11-12 11:21,56,12364,58
【面向对象】宽接口、窄接口和访问方法（上）,https://www.cnblogs.com/yuyijq/archive/2010/11/09/1872251.html,横刀天笑,2010-11-09 00:19,19,9412,19
Rants to 老赵,https://www.cnblogs.com/frand/archive/2010/11/05/1869829.html,栖山,2010-11-05 12:45,198,11042,53
Silverlight与微软技术（下）：微软技术与技术学习,https://www.cnblogs.com/JeffreyZhao/archive/2010/11/05/silverlight-and-microsoft-technology-2-microsoft-technology-and-how-to-learn.html,Jeffrey Zhao,2010-11-05 00:17,110,25466,47
Windows Phone 7将胜出的五条论据,https://www.cnblogs.com/XmNotes/archive/2010/11/03/1868345.html,小城故事,2010-11-03 18:51,55,4817,13
领域驱动设计系列文章汇总,https://www.cnblogs.com/daxnet/archive/2010/11/02/1867392.html,dax.net,2010-11-02 17:39,74,65243,124
微软副总裁Bob Muglia对Silverlight的公开道歉信,https://www.cnblogs.com/jv9/archive/2010/11/02/1867079.html,jv9,2010-11-02 13:39,22,9291,10
Silverlight与微软技术（上）：微软抛弃Silverlight了么？,https://www.cnblogs.com/JeffreyZhao/archive/2010/11/02/silverlight-and-microsoft-technology-1-is-silverlight-dead.html,Jeffrey Zhao,2010-11-02 13:30,222,30680,39
官方表态PDC and Silverlight [原文],https://www.cnblogs.com/chenkai/archive/2010/11/02/1867034.html,chenkai,2010-11-02 12:44,16,3930,6
WPF企业内训全程实录(中),https://www.cnblogs.com/KnightsWarrior/archive/2010/11/01/1866641.html,圣殿骑士,2010-11-01 21:38,102,23552,68
Silverlight的未来[译文],https://www.cnblogs.com/lyj/archive/2010/11/01/the-future-of-silverlight.html,李永京,2010-11-01 18:58,39,12380,28
走向ASP.NET架构设计—第四章—业务层分层架构（前篇）,https://www.cnblogs.com/yanyangtian/archive/2010/11/01/1865881.html,小洋（燕洋天）,2010-11-01 07:01,79,12436,32
PDC 2010:微软采用HTML 5搞砸自己Web战略5个原因[原文],https://www.cnblogs.com/chenkai/archive/2010/11/01/1865876.html,chenkai,2010-11-01 02:22,23,5979,3
那个我们爱的Silverlight,https://www.cnblogs.com/winter-cn/archive/2010/10/31/1865842.html,winter-cn,2010-10-31 23:43,14,5651,5
ASP.NET应用下基于SessionState的“状态编程框架”解决方案,https://www.cnblogs.com/artech/archive/2010/10/31/State_Management.html,Artech,2010-10-31 21:08,100,10032,54
微软:我们关于Silverlight战略转移[原文],https://www.cnblogs.com/chenkai/archive/2010/10/31/1865478.html,chenkai,2010-10-31 06:52,28,5122,3
PDC10与最后的恐慌者,https://www.cnblogs.com/alamiye010/archive/2010/10/31/1865431.html,深蓝色右手,2010-10-31 00:23,33,6561,26
关于Silverlight战略转移新闻，我的思考,https://www.cnblogs.com/yhwork/archive/2010/10/31/silverlight_shift.html,YHWork,2010-10-31 00:08,20,4610,11
稳扎稳打 Silverlight 4.0 系列文章索引,https://www.cnblogs.com/webabcd/archive/2010/10/28/1863113.html,webabcd,2010-10-28 08:57,48,24214,27
关于大型asp.net应用系统的架构-架构的选择,https://www.cnblogs.com/mikelij/archive/2010/10/26/1856014.html,mikelij,2010-10-26 21:37,73,17406,34
50个Demo展示HTML5无穷的魅力,https://www.cnblogs.com/zhuqil/archive/2010/10/26/html5-demos.html,麒麟,2010-10-26 18:50,47,35764,26
C#之int挑战Java之Integer,https://www.cnblogs.com/bitfan/archive/2010/10/24/1859687.html,金旭亮,2010-10-24 11:57,69,7069,12
敏捷开发之Scrum扫盲篇,https://www.cnblogs.com/taven/archive/2010/10/17/1853386.html,远哥,2010-10-17 20:34,75,305926,97
系统架构师-基础到企业应用架构-表现层,https://www.cnblogs.com/hegezhou_hot/archive/2010/10/12/1849313.html,hotdefans,2010-10-12 23:39,68,11424,35
白话算法(6) 散列表(Hash Table)从理论到实用（中）,https://www.cnblogs.com/1-2-3/archive/2010/10/12/hash-table-part2.html,1-2-3,2010-10-12 09:40,25,8217,8
白话算法(6) 散列表(Hash Table)从理论到实用（上）,https://www.cnblogs.com/1-2-3/archive/2010/10/11/hash-table-part1.html,1-2-3,2010-10-11 09:12,20,21220,26
写给刚刚毕业非名校而且正在迷惑中的工科大学生们之二——全真教与梅超风 谈程序员的修炼之路,https://www.cnblogs.com/helloj2ee/archive/2010/10/06/1844540.html,helloj2ee,2010-10-06 09:54,40,7282,16
系统架构师-基础到企业应用架构-业务逻辑层,https://www.cnblogs.com/hegezhou_hot/archive/2010/10/01/1840642.html,hotdefans,2010-10-01 21:06,57,13104,39
今天你抛弃了ASP.NET了吗？问题篇,https://www.cnblogs.com/zc22/archive/2010/09/27/1837043.html,辰,2010-09-27 18:30,219,15590,21
依赖属性之“风云再起”,https://www.cnblogs.com/KnightsWarrior/archive/2010/09/27/1836372.html,圣殿骑士,2010-09-27 05:10,120,15732,80
如何解决EnterLib异常处理框架最大的局限——基于异常类型的异常处理策略,https://www.cnblogs.com/artech/archive/2010/09/25/ExceptionHandling_FiterableHandler.html,Artech,2010-09-25 16:49,33,5864,19
浅谈这次ASP.NET的Padding Oracle Attack相关内容,https://www.cnblogs.com/JeffreyZhao/archive/2010/09/25/things-about-padding-oracle-vulnerability-in-asp-net.html,Jeffrey Zhao,2010-09-25 02:28,36,19194,27
"6个重要的.NET概念:栈,堆,值类型,引用类型,装箱,拆箱",https://www.cnblogs.com/niyw/archive/2010/09/20/1832077.html,倪大虾,2010-09-20 21:36,118,15845,77
Silverlight MMORPG网页游戏开发课程[一期] 第七课：场景之地形与寻径,https://www.cnblogs.com/alamiye010/archive/2010/09/20/1831902.html,深蓝色右手,2010-09-20 17:41,30,9330,23
详解ASP.NET的最新安全漏洞，Padding Oracle攻击原理及其他,https://www.cnblogs.com/parry/archive/2010/09/20/ASP_NET_Security_Vulnerability_Padding_Oracle.html,Parry,2010-09-20 02:31,44,18312,10
对ASP.NET的最新安全漏洞进一步跟进说明,https://www.cnblogs.com/zc22/archive/2010/09/19/1830793.html,辰,2010-09-19 10:17,50,10317,8
Step by Step-构建自己的ORM系列-开篇,https://www.cnblogs.com/hegezhou_hot/archive/2010/09/17/1829510.html,hotdefans,2010-09-17 17:36,119,15661,77
C++强大背后,https://www.cnblogs.com/miloyip/archive/2010/09/17/behind_cplusplus.html,Milo Yip,2010-09-17 00:56,127,99566,179
云计算之旅5—实战第一个云程序,https://www.cnblogs.com/KnightsWarrior/archive/2010/09/08/1821098.html,圣殿骑士,2010-09-08 05:07,191,22029,174
谈谈你最熟悉的System.DateTime,https://www.cnblogs.com/artech/archive/2010/09/04/InsideDateTime_01.html,Artech,2010-09-04 10:16,69,16599,72
IoC+AOP的简单实现,https://www.cnblogs.com/artech/archive/2010/09/01/1815221.html,Artech,2010-09-01 20:11,105,28699,78
谈如何边做事，边提高,https://www.cnblogs.com/XmNotes/archive/2010/09/01/1813032.html,小城故事,2010-09-01 00:04,30,6550,10
由Effiproz DataBase来看.NET开源数据库发展,https://www.cnblogs.com/chenkai/archive/2010/08/31/1813556.html,chenkai,2010-08-31 12:32,22,5312,7
C#会重蹈覆辙吗？系列之4：华而不实的C#析构器,https://www.cnblogs.com/firelong/archive/2010/08/30/1813075.html,firelong,2010-08-30 23:21,117,13390,20
综述：编程语言的发展趋势及未来方向,https://www.cnblogs.com/JeffreyZhao/archive/2010/08/30/1812515.html,Jeffrey Zhao,2010-08-30 12:27,73,39363,37
WPF基础到企业应用系列7——深入剖析依赖属性（WPF/Silverlight核心）,https://www.cnblogs.com/KnightsWarrior/archive/2010/08/27/1809739.html,圣殿骑士,2010-08-27 03:21,147,26488,140
一致性Hash算法(KetamaHash)的c#实现,https://www.cnblogs.com/daizhj/archive/2010/08/24/1807324.html,代震军,2010-08-24 16:03,34,20037,25
程序员的目标应该是向牛人看齐而不是当经理或者赚大钱,https://www.cnblogs.com/Alexander-Lee/archive/2010/08/22/1805735.html,亚历山大同志,2010-08-22 12:46,117,15039,25
对JavaScript开发中困扰的思考,https://www.cnblogs.com/XmNotes/archive/2010/08/21/1805457.html,小城故事,2010-08-21 19:11,39,4929,5
使用Mongodb存储上传物理文件并进行SQUID加速(基于aspx页面),https://www.cnblogs.com/daizhj/archive/2010/08/19/1803454.html,代震军,2010-08-19 13:56,17,8462,6
十年技术，不要再迷茫,https://www.cnblogs.com/nick4/archive/2010/08/19/1803393.html,Neo.Yan,2010-08-19 12:40,160,21463,134
想成为优秀的技术人员你必须做到的几件事情,https://www.cnblogs.com/zhuqil/archive/2010/08/19/Things-you-need-to-remember-to-become-a-successful.html,麒麟,2010-08-19 03:35,52,11617,21
C# 4动态编程新特性与DLR剖析,https://www.cnblogs.com/bitfan/archive/2010/08/18/1802769.html,金旭亮,2010-08-18 19:11,19,9731,16
如何让普通变量也支持事务回滚？,https://www.cnblogs.com/artech/archive/2010/08/16/TransactionalVariable.html,Artech,2010-08-16 22:09,61,10410,40
WPF Multi-Touch 开发：Windows 7 安装多点触屏模拟器,https://www.cnblogs.com/gnielee/archive/2010/08/16/multi-touch-simulator.html,Gnie,2010-08-16 08:49,110,44115,31
我看Java 程序员 和 .NET 程序员,https://www.cnblogs.com/liguangxi8/archive/2010/08/15/1799843.html,遗落沧海的贝壳,2010-08-15 01:00,56,6764,16
Java 程序员 和 .NET 程序员,https://www.cnblogs.com/QuitGame/archive/2010/08/14/JavaAndCSharpProgramers.html,quitgame,2010-08-14 17:25,90,8480,7
基于Visual Studio 2010 进行敏捷/Scrum模式开发,https://www.cnblogs.com/ups216/archive/2010/08/14/1799547.html,北京的201个蓝天,2010-08-14 12:03,5,4572,4
快速搞懂 SQL Server 的锁定和阻塞,https://www.cnblogs.com/WizardWu/archive/2010/08/13/1798645.html,WizardWu,2010-08-13 02:30,36,31169,23
在ASP.NET中自动合并小图片并使用CSS Sprite显示出来,https://www.cnblogs.com/chsword/archive/2010/08/13/imagesprite_beta_aspnetmvc.html,重典,2010-08-13 00:43,33,11346,14
你可能不知道的10个JavaScript小技巧,https://www.cnblogs.com/lhb25/archive/2010/08/12/1797727.html,梦想天空（山边小溪）,2010-08-12 00:16,58,20579,51
NHibernate3.0剖析：Query篇之NHibernate.Linq自定义扩展,https://www.cnblogs.com/lyj/archive/2010/08/11/inside-nh3-linq-extension-query.html,李永京,2010-08-11 20:05,27,11697,6
程序员应知——团队精神,https://www.cnblogs.com/houbowei/archive/2010/08/09/1761217.html,侯伯薇,2010-08-09 08:48,17,4538,5
NHibernate3.0剖析：Query篇之NHibernate.Linq标准查询,https://www.cnblogs.com/lyj/archive/2010/08/09/inside-nh3-linq-basic-query.html,李永京,2010-08-09 08:20,47,16541,17
讨论：WCF可序列化的ActiveRecord实现有意义吗？,https://www.cnblogs.com/teddyma/archive/2010/08/08/1795135.html,Teddy's Knowledge Base,2010-08-08 14:37,8,3478,4
Microsoft Ribbon for WPF 正式发布,https://www.cnblogs.com/gnielee/archive/2010/08/04/microsoft-ribbon-for-wpf-rtm.html,Gnie,2010-08-04 08:29,61,33599,34
编程累了，一起来看电视吧，实战Windows 7的Windows Media Center。,https://www.cnblogs.com/procoder/archive/2010/08/03/Windows7-Windows-Media-Center-Internet-TV.html,Jake Lin,2010-08-03 07:58,44,14184,4
WPF基础到企业应用系列6——布局全接触,https://www.cnblogs.com/KnightsWarrior/archive/2010/08/02/1790131.html,圣殿骑士,2010-08-02 05:21,93,18693,69
程序员的语言“艳遇史”（七）——电台播音员scheme,https://www.cnblogs.com/fzwudc/archive/2010/07/30/1788731.html,没一句正经的业余程序员,2010-07-30 14:37,26,6142,5
我眼中的Visual Studio 2010架构工具,https://www.cnblogs.com/wayfarer/archive/2010/07/30/1788398.html,张逸,2010-07-30 08:47,19,10108,9
Silverlight MMORPG网页游戏开发课程[一期] 第三课：封装游戏控件,https://www.cnblogs.com/alamiye010/archive/2010/07/29/1788257.html,深蓝色右手,2010-07-29 22:10,43,11742,14
关于腾讯的胡思乱想：你的软件凭什么挣钱,https://www.cnblogs.com/madbyte/archive/2010/07/28/1786919.html,madbyte,2010-07-28 13:12,61,8131,16
欢迎腾讯抄袭，腾讯系部分产品正慢慢成为中国IT土产中最好用的产品,https://www.cnblogs.com/xiaotie/archive/2010/07/27/1786413.html,xiaotie,2010-07-27 22:38,207,14702,18
【老孙随笔】腾讯，互联网创业者的噩梦,https://www.cnblogs.com/sunjibin/archive/2010/07/27/1785750.html,行者老孙,2010-07-27 09:29,118,8255,22
Silverlight+WCF 新手实例 象棋 专题索引,https://www.cnblogs.com/cyq1162/archive/2010/07/26/1785082.html,路过秋天,2010-07-26 10:48,62,13346,21
说说程序员、博客、论坛及个人专业相关知识的提高,https://www.cnblogs.com/kyo-yo/archive/2010/07/26/Say-some-about-the-programmer-blog-forum-and-personal-improvement-of-professional-knowledge.html,kyo-yo,2010-07-26 09:44,44,4944,13
WPF/Silverlight中的MVVM模式能否在WinForm/ASP.NET上运用？,https://www.cnblogs.com/KnightsWarrior/archive/2010/07/26/1784944.html,圣殿骑士,2010-07-26 03:38,86,12777,28
HTML5以及WebGL,https://www.cnblogs.com/jyli/archive/2010/07/25/1784902.html,李嘉昱,2010-07-25 23:08,6,16606,4
系统设计与规划--一点总结,https://www.cnblogs.com/qingteng1983/archive/2010/07/25/1784528.html,无待,2010-07-25 03:15,42,5004,9
从扩展方法到流畅的程序体验（一）,https://www.cnblogs.com/Ivony/archive/2010/07/24/1784104.html,Ivony...,2010-07-24 02:38,49,7012,8
WPF 基础到企业应用系列5——WPF千年轮回 续前缘,https://www.cnblogs.com/KnightsWarrior/archive/2010/07/23/1783388.html,圣殿骑士,2010-07-23 04:03,68,11529,43
平步青云：Windows Azure（一）,https://www.cnblogs.com/RCFans/archive/2010/07/22/1783333.html,Justina Chen,2010-07-22 22:40,9,3307,3
[继续讨论]关于Windows PE和.net assembly的加载,https://www.cnblogs.com/mikelij/archive/2010/07/22/1782637.html,mikelij,2010-07-22 01:01,7,5664,5
我心目中的企业应用系统框架,https://www.cnblogs.com/HuichaoZhi/archive/2010/07/21/1782060.html,智会超,2010-07-21 11:59,28,6622,6
闲话“多线程”,https://www.cnblogs.com/KnightsWarrior/archive/2010/07/21/1781852.html,圣殿骑士,2010-07-21 05:27,137,14196,104
【召集讨论】设计模式是语言表达能力低下的产物，is't it?,https://www.cnblogs.com/Alexander-Lee/archive/2010/07/17/1779905.html,亚历山大同志,2010-07-17 21:10,117,7582,9
Web前端开发--应该有一批程序员去专注。,https://www.cnblogs.com/cnuusw/articles/1779302.html,快乐鸟,2010-07-17 00:05,25,4678,15
对于事件、事件流、事件触发的顺序随便说说,https://www.cnblogs.com/niuniu/archive/2010/07/16/1778938.html,牛牛博客,2010-07-16 15:09,8,6828,6
一片祥和的底下原来是暴风雨,https://www.cnblogs.com/sumtec/archive/2010/07/15/1778119.html,Sumtec,2010-07-15 15:48,53,6671,10
(翻译)十分钟内安装，配置，使用Windows Server Appfabric,https://www.cnblogs.com/beyondjay/archive/2010/07/14/1777213.html,helloworld22,2010-07-14 14:05,10,4369,7
系统内部模块（子系统）之间的耦合以及模块（子系统）划分,https://www.cnblogs.com/virusswb/archive/2010/07/14/1777163.html,Virus-BeautyCode,2010-07-14 13:02,10,8367,3
WPF 基础到企业应用系列4——WPF千年轮回,https://www.cnblogs.com/KnightsWarrior/archive/2010/07/14/1776916.html,圣殿骑士,2010-07-14 03:46,110,18608,101
你知道Unity IoC Container是如何创建对象的吗？,https://www.cnblogs.com/artech/archive/2010/07/13/IoC_Unity_Build.html,Artech,2010-07-13 22:39,57,18619,70
对象设计的艺术,https://www.cnblogs.com/wayfarer/archive/2010/07/13/1776610.html,张逸,2010-07-13 16:54,16,6422,10
为什么EXE不能超过4GB,https://www.cnblogs.com/lixiong/archive/2010/07/13/1776284.html,lixiong,2010-07-13 10:32,50,10119,5
说说程序员与博客,https://www.cnblogs.com/warison2008/archive/2010/07/12/1776101.html,刀光剑影,2010-07-12 23:06,40,8340,16
对《30个提高Web程序执行效率的好经验》的理解,https://www.cnblogs.com/powertoolsteam/archive/2010/07/12/1775933.html,葡萄城技术团队,2010-07-12 17:28,22,7726,14
